Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Shrimp, unspecified","18,755",,,,42,,104,21,12
"","$8,961",,,,$264,,$446,$103,$66
"",,,,,,,,,
Echinoderms:,,,,,,,,,
"Sea cucumber, unspecified",,,,,,,"121,675","25,776",712
"",,,,,,,"$30,521","$5,620",$401
"Urchin, purple sea",,"43,490","8,806",800,,,"7,892","28,334",311
"",,"$9,057","$3,654",$240,,,"$6,455","$22,796",$290
"Urchin, red","203,586","12,485,576","5,200,416","363,028",400,,"20,106,706","5,506,861","1,400,339"
"","$83,125","$5,078,914","$2,558,045","$178,389",$60,,"$12,550,579","$3,240,339","$815,174"
"Urchin, white",,,,,35,,,,
"",,,,,$350,,,,
"",,,,,,,,,
Mollusks:,,,,,,,,,
Abalone,,,,217,,,,,
"",,,,"$1,872",,,,,
Table 5d (continued) Mollusks:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Abalone, black",,,,,,,"64,885","28,833",475
"",,,,,,,"$270,108","$121,599","$1,976"
"Abalone, green",,,,,,,"2,475","23,641","1,217"
"",,,,,,,"$15,440","$156,364","$7,663"
"Abalone, pink",,,,,,,"9,350","10,285","3,633"
"",,,,,,,"$54,481","$63,664","$21,835"
"Abalone, red",,,90,"104,823",461,401,"263,550","4,181","5,408"
"",,,$432,"$500,009","$2,337","$2,069","$1,267,934","$20,771","$26,469"
"Abalone, white",,,,,,,,,17
"",,,,,,,,,$10
"Clam, California jackknife",,,,,,,,"3,820",
"",,,,,,,,"$7,733",
"Clam, rosy razor",,,,,,,,52,
"",,,,,,,,$52,
"Limpet, unspecified",,,,54,134,458,403,,14
"",,,,$60,$134,$458,$503,,$16
Mussel,,,,12,,,,"17,716",200
"",,,,$6,,,,"$10,631",$120
"Octopus, unspecified","15,746","3,698","2,159","7,591","3,016",102,"2,141",652,36
"","$12,837","$2,982","$1,574","$4,479","$2,521",$100,"$2,176",$656,$42
"Oyster, European flat",,,,,,,,114,
"",,,,,,,,$46,
Sea slug,,,,,1,,,,
"",,,,,$24,,,,
"Snail, sea",,,,,,23,"12,032","11,702","1,005"
"",,,,,,$6,"$4,189","$5,061",$458
"Squid, jumbo",,,,,,,"2,185","1,150",35
"",,,,,,,$153,$81,$2
"Squid, market","1,786",,"89,344","194,616","17,455,007",115,"23,369,890","21,601,041","2,637"
"",$144,,"$7,416","$23,314","$1,398,892",$55,"$2,378,889","$1,378,547","$1,082"
"Whelk, Kellet's",,,,,,,807,274,540
"",,,,,,,$335,$120,$270
"",,,,,,,,,
Plants:,,,,,,,,,
"Algae, marine",,,,36,,,,,
"",,,,$52,,,,,
Table 5d (continued) Plants:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Kelp,,,,,15,14,,,
"",,,,,$7,$6,,,
"",,,,,,,,,
Miscellaneous:,,,,,,,,,
"Invertebrates, colonial",,,,,330,,,,
"",,,,,"$3,300",,,,
Unspecified species,15,,,"1,342",42,555,"1,529",38,119
"",$35,,,$554,$25,$200,"$1,097",$112,$119
"",,,,,,,,,
Total pounds,"57,135,141","23,658,894","13,014,605","35,473,461","37,652,364","14,491,230","50,878,200","159,548,359","3,804,989"
Total ex-vessel value (dollars),"$28,888,734","$11,266,455","$7,953,932","$21,317,512","$9,810,824","$8,000,945","$22,585,550","$45,246,769","$6,055,681"
Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Anchovy, northern",,,,"1,012,332","5,570,477",,"427,291","957,025","881,680"
"",,,,"$108,085","$212,045",,"$59,935","$53,964","$881,680"
"Barracuda, California",,,,,,"8,185","3,014","326,840","3,603"
"",,,,,,"$7,440","$2,501","$131,701","$2,455"
"Bass, giant sea",,"1,369",,,,290,"4,068","2,785","3,222"
"",,"$1,164",,,,$714,"$5,228","$3,850","$5,061"
"Bass, rock",,,,,,20,,,
"",,,,,,$10,,,
"Bass, spotted sand",,,,,,,,,25
"",,,,,,,,,$12
Blacksmith,,,,,,,,164,
"",,,,,,,,$41,
"Bonito, Pacific",,,,,,46,568,"560,118","1,325"
"",,,,,,$16,$284,"$106,744",$671
Butterfish (Pacific pompano),,,,"3,263","11,022",76,"7,550",809,
"",,,,"$3,146","$15,868",$36,"$3,711",$758,
Cabezon,"7,706",361,,"1,633",110,"2,956","2,915",452,149
"","$2,544",$128,,$888,$53,"$2,879","$6,634",$399,$112
Table 5e (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Cod, Pacific",357,,,,8,,,94,
"",$90,,,,$5,,,$107,
"Croaker, black",,,,,,,,,525
"",,,,,,,,,$367
"Croaker, unspecified",,,,,,,37,,
"",,,,,,,$15,,
"Croaker, white",,,"11,160","171,139","252,177","81,170","262,812","214,291","3,566"
"",,,"$3,943","$72,843","$83,805","$30,707","$129,367","$116,080","$2,470"
Dolphin (fish),,,,,12,,,216,485
"",,,,,$19,,,$204,$933
Eel,,,,252,84,,,948,
"",,,,$384,$45,,,"$2,843",
"Eel, California moray",,,,,,,,,"1,110"
"",,,,,,,,,"$3,329"
"Eel, wolf (wolf-eel)",855,1,,131,53,5,,,
"",$376,$1,,$241,$32,$6,,,
"Fish, unspecified",11,350,231,91,140,485,"10,446","12,158",45
"",$3,$86,$69,$32,$188,$194,"$3,348","$2,064",$68
"Flounder, arrowtooth","344,837",225,,25,3,,,,
"","$41,429",$27,,$6,$1,,,,
"Flounder, starry","20,439",,"1,902","58,859","5,547","11,903",726,"3,558",
"","$7,284",,$863,"$27,041","$3,309","$5,490","$1,199","$6,047",
"Flounder, unspecified",,137,311,"2,441","5,077","3,948",113,,26
"",,$41,$151,"$1,052","$3,089","$2,117",$92,,$8
Flyingfish,,,,,,,,"77,638",
"",,,,,,,,"$34,496",
"Goby, yellowfin",,,,379,,,,,
"",,,,"$2,052",,,,,
"Greenling, kelp",178,,13,766,9,,,679,
"",$45,,$26,$520,$5,,,$525,
Grenadiers,"110,170","43,027","1,777",750,,566,,,
"","$13,736","$5,616",$213,$225,,$137,,,
Grouper,,,,,30,,,,19
"",,,,,$30,,,,$24
"Guitarfish, shovelnose",,,,,,293,"36,769","15,027",615
"",,,,,,$156,"$14,398","$5,845",$385
Hagfish,"72,990",,,"180,241",,"49,476",521,,
"","$18,248",,,"$126,169",,"$14,420",$156,,
Table 5e (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Halfmoon,,,,,,,180,"2,705",498
"",,,,,,,$90,"$2,540",$322
"Halibut, California",753,"8,517","12,904","248,211","56,743","128,772","343,790","165,031","76,145"
"","$1,789","$21,157","$30,809","$597,563","$144,234","$298,092","$803,439","$404,170","$177,555"
"Halibut, Pacific","4,456",,,,,,,,127
"","$11,321",,,,,,,,$318
"Halibut, unspecified",,168,,67,11,,9,39,
"",,$504,,$226,$31,,$23,$49,
Herring roe on kelp,,,,"143,971",,,,,
"",,,,"$1,247,241",,,,,
"Herring, Pacific","194,596",,"172,403","15,567,837","243,392",,,"18,180",
"","$94,653",,"$86,202","$8,123,884","$17,451",,,"$1,182",
Jacksmelt,,,77,428,"4,037",73,1,122,48
"",,,$69,$222,"$1,292",$25,$1,$66,$24
Lingcod,"340,865","381,203","150,105","492,341","201,859","96,727","26,314","35,472","11,194"
"","$132,787","$141,103","$52,224","$203,823","$94,811","$48,103","$11,008","$16,867","$9,124"
"Lizardfish, California",,,,,,,"4,748","14,598",
"",,,,,,,$937,"$2,663",
Louvar,,,128,924,"1,910","1,231",369,512,"1,073"
"",,,$159,"$2,200","$4,740","$3,472","$1,138","$1,057","$3,606"
"Mackerel, jack",,,,348,"96,138",30,"19,044","3,616,352",199
"",,,,$70,"$23,727",$8,$952,"$229,143",$79
"Mackerel, Pacific",,,,244,"296,250",377,"300,501","69,219,366","23,476"
"",,,,$81,"$14,980",$100,"$14,724","$5,266,429","$7,148"
"Mackerel, unspecified",,175,113,"5,535","360,806","1,810","4,322","372,309","1,345"
"",,$45,$23,"$1,398","$26,683",$373,$342,"$40,747",$629
"Midshipman, plainfin",,,,,,17,6,,
"",,,,,,$8,$3,,
"Mullet, striped",,,,,,,,,"16,826"
"",,,,,,,,,"$12,610"
Opah,789,317,"1,935","3,286","10,595","8,903","3,295","11,252","41,297"
"",$251,$133,"$1,097","$1,581","$4,887","$4,541","$1,642","$4,447","$26,567"
Opaleye,,,,,,36,,688,554
"",,,,,,$22,,$575,$315
"Prickleback, monkeyface",,,,70,,,,,865
"",,,,$139,,,,,"$2,594"
Queenfish,,,,,,,,31,
"",,,,,,,,$8,
Table 5e (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
Sablefish,"2,826,703","1,338,883","527,716","1,245,097","485,313","451,520","26,059","442,139","10,074"
"","$1,362,159","$798,043","$197,329","$629,862","$220,001","$148,099","$20,025","$308,432","$5,228"
Salmon,,858,43,"2,455","3,134","1,014",451,178,"2,692"
"",,"$2,190",$43,"$7,302","$8,415","$2,511","$1,452",$490,"$7,840"
"Salmon, Chinook","82,370","466,708","811,339","870,516","694,073","297,856","4,825",305,42
"","$196,367","$1,142,526","$2,015,401","$2,315,186","$1,798,155","$835,954","$15,466",$750,$60
"Salmon, coho","19,524","54,700","141,866","128,399","52,422","63,301","1,457",52,
"","$27,162","$74,860","$205,353","$201,897","$81,127","$108,394","$3,505",$155,
"Salmon, pink",,102,47,36,,,,,
"",,$67,$34,$19,,,,,
Sanddab,"171,720","9,393","8,732","870,797","153,364","10,245",233,"6,640",934
"","$54,683","$2,979","$2,830","$301,083","$60,308","$2,714",$183,"$13,950",$886
"Sanddab, Pacific",,,,,,17,,,
"",,,,,,$17,,,
"Sardine, Pacific",,,,,"2,173,619",,"410,896","14,142,636",
"",,,,,"$108,229",,"$21,399","$763,142",
Sargo,,,,,,,,43,247
"",,,,,,,,$30,$173
"Scorpionfish, California",,,,,,40,"2,855","50,534","10,398"
"",,,,,,$26,"$2,065","$90,389","$12,330"
"Sculpin, staghorn",,,451,"4,624",3,,,,9
"",,,"$1,862","$15,322",$10,,,,$10
"Seabass, white",,,,"2,314",333,"1,926","92,434","48,794","17,983"
"",,,,"$4,744",$715,"$4,667","$190,967","$104,877","$35,829"
"Shad, American",,,,"70,392",117,43,45,49,13
"",,,,"$121,477",$150,$11,$30,$27,$7
"Shad, threadfin",,,,"11,521",,,,,
"",,,,"$24,384",,,,,
"Shark, basking",81,,,,,,,,
"",$49,,,,,,,,
"Shark, bigeye thresher",367,248,396,"6,309","16,655","6,515","2,324","2,999","5,098"
"",$373,$74,$119,"$2,136","$10,402","$4,395","$1,018","$2,418","$3,847"
"Shark, blue",,,,95,83,83,38,838,63
"",,,,$95,$125,$42,$15,$210,$30
"Shark, brown smoothhound",416,,,,"1,212",261,"5,667","2,276",613
"",$312,,,,$201,$188,"$2,211","$1,947",$440
"Shark, gray smoothhound",,,,2,,,6,60,
"",,,,$1,,,$3,$120,
Table 5e (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Shark, leopard","1,706",,,"12,027",453,295,"12,263","14,971","6,020"
"","$1,582",,,"$4,933",$389,$179,"$7,881","$13,651","$6,163"
"Shark, Pacific angel",,,,,212,"15,820","154,030","6,837","4,849"
"",,,,,$33,"$8,680","$105,638","$3,004","$2,212"
"Shark, salmon",,,,,22,,,,
"",,,,,$11,,,,
"Shark, sevengill",,,,15,,,,,
"",,,,$15,,,,,
"Shark, shortfin mako","1,211",923,"6,347","11,520","29,625","11,021","49,834","117,382","105,193"
"","$1,250","$1,119","$6,731","$12,392","$33,176","$13,474","$62,967","$148,461","$136,894"
"Shark, sixgill",,,,,,,17,,
"",,,,,,,$8,,
"Shark, smooth hammerhead",,,,,,5,,,46
"",,,,,,$2,,,$40
"Shark, soupfin","1,041","1,411",173,"7,029","10,540","11,545","37,845","12,714","22,551"
"","$1,028","$1,392",$162,"$5,338","$8,599","$7,051","$23,163","$10,726","$22,232"
"Shark, spiny dogfish",,,,7,,,"1,515",,1
"",,,,$5,,,$227,,$0.2
"Shark, thresher","66,172","1,533","1,321","32,171","56,520","132,300","164,460","109,278","194,483"
"","$55,354",$366,"$1,372","$29,658","$63,575","$149,422","$220,703","$148,512","$299,694"
"Shark, unspecified",291,,11,"2,363","2,186",,"1,828","3,815",210
"",$262,,$6,"$1,416","$1,617",,$564,"$1,952",$100
"Shark, white",,,,,,,29,66,26
"",,,,,,,$36,$66,$26
"Sheephead, California",,,,,3,720,"102,351","72,603","16,029"
"",,,,,$2,$539,"$231,468","$221,504","$50,345"
Silversides,,,,,,6,,"7,540",
"",,,,,,$2,,"$1,938",
"Skate, unspecified","4,180",167,780,"36,657","52,391","2,852","1,993","13,066","1,057"
"","$1,197",$58,$312,"$10,313","$14,671",$662,$612,"$4,679",$371
"Smelt, night","894,582","5,917",798,,,,,70,
"","$260,202","$1,847",$187,,,,,$35,
"Smelt, surf","410,745","7,749",651,143,,,,,
"","$64,783","$2,704",$279,$127,,,,,
"Smelt, whitebait","4,163","15,865","5,220","1,059",313,141,,,
"","$1,288","$4,957","$1,669",$415,$185,$35,,,
"Smelts, true","2,922",722,543,232,257,37,,,
"",$412,$253,$436,$139,$123,$10,,,
Table 5e (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Sole, bigmouth",,,198,,,4,,,
"",,,$75,,,$2,,,
"Sole, butter","1,741",,,,,,,33,
"",$507,,,,,,,$30,
"Sole, Dover","6,565,231","2,517,851","2,699,082","1,391,215","590,807","3,257,042",,,
"","$2,017,721","$781,515","$833,384","$393,008","$172,766","$860,920",,,
"Sole, English","264,851","290,890","125,003","691,782","324,382","92,030",832,,
"","$100,071","$109,931","$46,148","$252,288","$116,704","$38,807",$347,,
"Sole, fantail",963,"1,758",,,,,8,,
"",$722,$905,,,,,$3,,
"Sole, petrale","483,772","245,350","75,840","443,455","218,751","150,656","1,797",404,100
"","$368,525","$199,489","$59,649","$371,340","$184,567","$145,432","$1,610",$653,$138
"Sole, rex","330,745","250,608","199,394","163,350","59,162","366,299",,,
"","$118,191","$89,306","$71,269","$53,585","$20,783","$136,223",,,
"Sole, rock",,"1,097",114,"13,332",75,,,,
"",,$380,$56,"$4,854",$39,,,,
"Sole, sand","62,053",81,"1,652","70,056","7,662","3,199",,,
"","$45,690",$61,"$1,196","$52,735","$5,927","$2,063",,,
"Sole, unspecified",,,97,"3,452",978,"1,259","23,926","29,358",573
"",,,$60,"$1,416",$503,$523,"$9,851","$21,196",$519
"Stickleback, threespine",,,,121,,,,,
"",,,,"$2,653",,,,,
"Surfperch, barred",37,,,,,"22,597",,99,179
"",$37,,,,,"$34,001",,$65,$179
"Surfperch, black",,,,,,23,,"1,695",233
"",,,,,,$14,,$588,$155
"Surfperch, calico",,,,,,157,,,
"",,,,,,$236,,,
"Surfperch, rainbow",,,50,492,,98,,,
"",,,$47,$492,,$59,,,
"Surfperch, redtail","26,323",,73,,179,15,,,
"","$26,342",,$73,,$394,$9,,,
"Surfperch, rubberlip",50,,,,,18,,,
"",$50,,,,,$11,,,
"Surfperch, shiner",,,,,,455,,,
"",,,,,,$250,,,
"Surfperch, unspecified","1,378",,546,"6,156",705,"29,717",833,"7,376","2,816"
"","$1,144",,$783,"$6,580",$366,"$43,070",$427,"$6,343","$2,094"
Table 5e (continued) Fish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Surfperch, walleye",46,,,,254,94,,,40
"",$46,,,,$177,$52,,,$28
"Surfperch, white","1,888",,,,,1,,125,
"","$1,120",,,,,$1,,$68,
Swordfish,"50,789","111,097","46,694","269,099","294,239","153,775","61,176","244,322","333,734"
"","$186,311","$450,280","$178,268","$1,104,086","$1,140,413","$576,979","$265,963","$1,033,985","$1,409,009"
Thornyheads (unspecified),"3,732,573","597,276","421,611","364,085","48,004","1,143,444","1,781","4,577",
"","$1,727,739","$275,935","$196,257","$150,363","$22,091","$513,272","$1,288","$5,430",
"Tomcod, Pacific",,,,,,,,11,
"",,,,,,,,$22,
Trawled fish for animal food,"16,204",,"2,609",,,"4,846",,,
"","$9,884",,"$1,591",,,"$2,956",,,
"Tuna, albacore","86,102","18,464","5,002","555,228","58,904","76,328","12,908","676,160","4,705"
"","$72,085","$13,248","$4,835","$406,118","$34,425","$53,740","$19,015","$557,213","$5,138"
"Tuna, bigeye",,,97,778,"1,063","2,785",541,"7,952","2,876"
"",,,$291,$778,"$1,595","$4,337",$669,"$31,526","$6,520"
"Tuna, bluefin",,101,,72,"1,190","1,587","2,114","221,041","2,790"
"",,$591,,$144,"$2,018","$2,713","$3,616","$101,544","$4,887"
"Tuna, skipjack",,,,547,"1,328","2,247",163,"7,506,840",676
"",,,,$166,$314,$562,$75,"$2,271,572",$292
"Tuna, unspecified",,,353,864,"2,414",545,485,"17,726","2,903"
"",,,$318,"$1,079","$4,605",$818,$799,"$10,926","$2,450"
"Tuna, yellowfin",,,233,,"1,517",,,"9,207,413",585
"",,,$461,,"$4,347",,,"$9,586,736","$1,093"
Turbot,"7,493",617,,"9,649",443,"2,234",68,70,
"","$1,788",$463,,"$3,194",$148,$870,$35,$35,
Wahoo,,,,,,,,"7,582",28
"",,,,,,,,"$3,412",$42
"Whitefish, ocean",,,,,,,949,"3,201",864
"",,,,,,,$507,"$2,227",$662
"Whiting, Pacific","15,188,565",,,"1,586",710,,,"5,512",571
"","$880,513",,,$832,$79,,,"$5,290",$230
Yellowtail,,,,,,,"7,749","7,805","5,995"
"",,,,,,,"$7,675","$8,688","$6,194"
Zebraperch,,,,,,11,,,
"",,,,,,$13,,,
Table 5e (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, bank",,,,"85,976","4,958",480,,,
"",,,,"$29,849","$1,983",$168,,,
"Rockfish, black","258,917","1,440","1,563","14,586",75,20,80,372,
"","$99,879",$504,$430,"$8,231",$30,$8,$40,$260,
"Rockfish, black-and-yellow",,41,,,,,,,
"",,$35,,,,,,,
"Rockfish, blackgill",,,,870,,"122,430","269,461","171,555","54,380"
"",,,,$331,,"$48,446","$176,060","$107,741","$44,635"
"Rockfish, blue",400,684,"1,149","1,412","7,008","7,487",43,423,834
"",$280,$338,$287,$885,"$3,374","$2,062",$22,$275,$834
"Rockfish, bocaccio","103,757","324,001","111,348","699,673","454,434","340,893","97,460","29,727","1,820"
"","$32,059","$97,374","$37,491","$228,281","$160,030","$111,258","$41,266","$16,556","$1,325"
"Rockfish, bronzespotted",,,,,,8,,,
"",,,,,,$2,,,
"Rockfish, brown",530,,15,9,"2,501",4,,2,
"",$341,,$5,$5,$884,$3,,$3,
"Rockfish, canary","25,234","35,339",2,154,,9,,,
"","$17,086","$22,967",$1,$108,,$5,,,
"Rockfish, chilipepper","7,495",152,"38,464","1,450,365","161,562","173,374","88,832","16,360",397
"","$3,039",$53,"$15,574","$472,560","$62,315","$64,556","$35,869","$7,147",$324
"Rockfish, China","1,408","1,894",2,"11,119",43,415,"3,116",,
"","$1,162","$1,895",$1,"$12,743",$41,$432,"$4,986",,
"Rockfish, copper","17,631","17,056",652,672,50,,123,,
"","$8,670","$10,763",$324,$736,$43,,$184,,
"Rockfish, copper (whitebelly)",,,897,,79,"2,660","6,191",63,485
"",,,$404,,$56,"$1,830","$5,375",$57,$339
"Rockfish, cowcod",,,47,"1,672",114,720,"4,880","4,372","3,375"
"",,,$21,$796,$68,$542,"$6,376","$7,007","$5,231"
"Rockfish, gopher",,,,,,5,,,
"",,,,,,$4,,,
"Rockfish, grass",,,,,18,"3,635",,,
"",,,,,$18,"$3,640",,,
"Rockfish, greenspotted","2,886",,,,,,,,
"","$2,024",,,,,,,,
"Rockfish, greenstriped",,,,,,,"1,045",,
"",,,,,,,$523,,
"Rockfish, group bocaccio/chilipepper","1,374","3,010","3,983",398,"5,127","4,268","2,360","1,687",921
"",$431,$903,"$1,735",$256,"$2,133","$1,184","$1,200",$999,$650
Table 5e (continued) Rockfish:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Rockfish, group bolina","1,874",502,"54,853","110,744","17,319","12,356","5,608",570,120
"","$1,421",$427,"$47,545","$158,737","$15,359","$12,694","$7,130",$733,$133
"Rockfish, group deepwater reds",237,,,,20,,,,
"",$76,,,,$8,,,,
"Rockfish, group gopher",3,151,"7,352","7,003","72,504","96,070",172,,
"",$3,$92,"$5,332","$7,685","$93,418","$117,679",$198,,
"Rockfish, group red","134,667","727,269","155,467","418,815","164,367","311,496","258,116","119,566","36,852"
"","$80,771","$266,303","$58,295","$261,290","$125,899","$357,846","$368,871","$155,799","$44,478"
"Rockfish, group rosefish","4,224","74,103","33,748","265,956","312,903","219,176",254,,
"","$1,182","$20,821","$9,465","$78,243","$71,876","$48,356",$143,,
"Rockfish, group small","438,739","48,978","67,731","61,713","111,676","79,452",114,112,22
"","$122,730","$16,828","$19,143","$21,064","$30,218","$23,011",$173,$31,$17
"Rockfish, kelp",,"1,182",,,40,,,,
"",,$886,,,$30,,,,
"Rockfish, olive",,,,7,,1,,128,
"",,,,$5,,$0.4,,$61,
"Rockfish, redbanded",18,,,,,,,,
"",$12,,,,,,,,
"Rockfish, rosethorn",,"5,752",,,,,,,
"",,"$2,677",,,,,,,
"Rockfish, rosy",64,,,,,,,,
"",$22,,,,,,,,
"Rockfish, splitnose",,"1,204","6,284",,,"103,782",141,44,540
"",,$337,"$1,760",,,"$29,059",$106,$29,$432
"Rockfish, starry",64,551,,,,95,"8,497","24,204",241
"",$22,$297,,,,$46,"$13,584","$40,762",$446
"Rockfish, unspecified","2,164,406","1,818,957","1,076,689","1,540,537","1,692,730","1,289,137","1,143,587","413,929","186,283"
"","$706,282","$591,627","$377,054","$660,535","$670,043","$627,102","$699,977","$294,229","$161,373"
"Rockfish, vermilion",397,"1,184",,,,,10,,
"",$329,$825,,,,,$7,,
"Rockfish, widow","1,167,787","336,527","243,987","678,648","87,287","9,744","12,801",,
"","$318,669","$91,280","$67,240","$206,461","$31,402","$3,887","$4,663",,
"Rockfish, yelloweye","46,382","21,777",551,"15,122","1,412",,"1,622",,
"","$37,579","$16,952",$358,"$12,235","$1,060",,"$2,510",,
"Rockfish, yellowtail","88,182","2,712","4,436","158,875","11,955",35,"22,559","5,281",
"","$31,824","$2,305","$1,675","$64,026","$5,253",$14,"$9,693","$2,512",
Table 5e (continued) Crustaceans:,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
"Crab, box",,,,,,,122,137,125
"",,,,,,,$82,$397,$125
"Crab, claws","1,403",156,,2,140,"3,561","18,080","3,256","2,208"
"",$702,$42,,$1,$58,$937,"$4,445","$1,037",$512
"Crab, Dungeness","3,065,049","134,250","417,308","494,556","53,406","68,519","7,479","5,475",2
"","$4,412,791","$217,847","$774,563","$1,089,106","$118,208","$162,458","$10,133","$15,619",$1
"Crab, king",,,,,,,,,275
"",,,,,,,,,$275
"Crab, rock unspecified","10,606",670,"4,109","50,106","34,810","419,839","595,309","247,121","260,812"
"","$14,161",$732,"$7,812","$82,938","$32,363","$409,928","$617,063","$281,102","$233,439"
"Crab, sand",96,,,,,,,,
"",$48,,,,,,,,
"Crab, spider",67,,,,42,714,"53,130","40,840","4,707"
"",$134,,,,$84,$654,"$35,911","$25,885","$3,074"
"Lobster, California spiny",,,,,,325,"193,687","213,875","197,213"
"",,,,,,$894,"$1,217,406","$1,348,509","$1,253,348"
"Prawn, ridgeback",,,,,,,"115,042","12,135","1,306"
"",,,,,,,"$152,200","$25,190","$6,826"
"Prawn, spot",,,1,"1,527","12,605","8,582","102,074","171,907","16,391"
"",,,$3,"$5,235","$81,405","$48,455","$498,932","$898,568","$86,717"
"Shrimp, bay",,,"8,038","132,517",,,170,,
